category,grouping,num_id,id,name,orderable,sell_value,sell_currency,buy_value,buy_currency,sources,customizable,recipe,recipe_id,games_id,id_full,image_url
Furniture,decoration,4445,nutcracker,Nutcracker,FALSE,1200,bells,,,Gulliver,,,,nh,item-nutcracker,https://villagerdb.com/images/items/thumb/nutcracker.b27e5fd.png
Tops,clothes,4446,nylon-jacket,Nylon Jacket,,280,bells,1120,bells,,,,,nh,item-nylon-jacket,https://villagerdb.com/images/items/full/nylon-jacket.70c7840.png
Furniture,decoration,4448,oarfish-model,Oarfish Model,,27000,bells,,,,,,,nh,item-oarfish-model,https://villagerdb.com/images/items/thumb/oarfish-model.a2d9f78.png
Fish,critters,4449,oarfish,Oarfish,FALSE,9000,bells,,,Sea (Dec-May),,,,nh,item-oarfish,https://villagerdb.com/images/items/thumb/oarfish.4a62b1f.png
Flooring,decoration,4450,oasis-flooring,Oasis Flooring,,750,bells,3000,bells,,,,,nh,,
Usables,misc,4453,ocarina,Ocarina,FALSE,1000,bells,,,,FALSE,5,clay,nh,item-ocarina,https://villagerdb.com/images/items/thumb/ocarina.7500159.png
Wallpaper,decoration,4454,ocean-horizon-wall,Ocean-horizon Wall,,750,bells,3000,bells,,,,,nh,,
Furniture,decoration,4456,ocean-sunfish-model,Ocean Sunfish Model,,12000,bells,,,,,,,nh,item-ocean-sunfish-model,https://villagerdb.com/images/items/thumb/ocean-sunfish-model.4aa2cb6.png
Fish,critters,4457,ocean-sunfish,Ocean Sunfish,FALSE,4000,bells,,,,,,,nh,item-ocean-sunfish,https://villagerdb.com/images/items/thumb/ocean-sunfish.1a67c6d.png
Accessories,clothes,4458,octagonal-glasses,Octagonal Glasses,TRUE,275,bells,1100,bells,Able Sisters,,,,nh,item-octagonal-glasses,https://villagerdb.com/images/items/full/octagonal-glasses.f29b31d.png
Photos,decoration,4459,octavians-photo,Octavian's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,4460,octavians-poster,Octavian's Poster,,250,bells,1000,bells,,,,,nh,,
Furniture,decoration,4467,office-desk,Office Desk,,900,bells,3600,bells,,,,,nh,item-office-desk,https://villagerdb.com/images/items/thumb/office-desk.7ad94b9.png
Dresses,clothes,4471,office-uniform,Office Uniform,,400,bells,1600,bells,,,,,nh,item-office-uniform,https://villagerdb.com/images/items/full/office-uniform.1d0b3a1.png
Wallpaper,decoration,4472,office-wall,Office Wall,,750,bells,3000,bells,,,,,nh,,
Photos,decoration,4476,ohares-photo,O'hare's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,4477,ohares-poster,O'hare's Poster,,250,bells,1000,bells,,,,,nh,,
Furniture,decoration,4478,oil-barrel-bathtub,Oil Barrel Bathtub,FALSE,655,bells,2620,bells,,TRUE,1,oil-barrel,nh,item-oil-barrel-bathtub,https://villagerdb.com/images/items/thumb/oil-barrel-bathtub.e2d63d7.png
Furniture,decoration,4478,oil-barrel-bathtub,Oil Barrel Bathtub,FALSE,655,bells,2620,bells,,TRUE,1,campfire,nh,item-oil-barrel-bathtub,https://villagerdb.com/images/items/thumb/oil-barrel-bathtub.e2d63d7.png
Furniture,decoration,4478,oil-barrel-bathtub,Oil Barrel Bathtub,FALSE,655,bells,2620,bells,,TRUE,2,stone,nh,item-oil-barrel-bathtub,https://villagerdb.com/images/items/thumb/oil-barrel-bathtub.e2d63d7.png
Furniture,decoration,4479,oil-barrel,Oil Barrel,TRUE,162,bells,650,bells,Nook's Cranny,,,,nh,item-oil-barrel,https://villagerdb.com/images/items/thumb/oil-barrel.d2afd0e.png
Furniture,decoration,4480,oil-lamp,Oil Lamp,,100,bells,400,bells,,,,,nh,item-oil-lamp,https://villagerdb.com/images/items/thumb/oil-lamp.a342cf2.png
Tops,clothes,4482,oilskin-coat,Oilskin Coat,,350,bells,1400,bells,,,,,nh,item-oilskin-coat,https://villagerdb.com/images/items/full/oilskin-coat.1a18019.png
Hats,clothes,4483,ok-motors-cap,Ok Motors Cap,,192,bells,770,bells,,,,,nh,item-ok-motors-cap,https://villagerdb.com/images/items/full/ok-motors-cap.4f7662c.png
Tops,clothes,4484,ok-motors-jacket,Ok Motors Jacket,,375,bells,1500,bells,,,,,nh,item-ok-motors-jacket,https://villagerdb.com/images/items/full/ok-motors-jacket.2f7d5e8.png
Furniture,decoration,4485,ok-motors-sign,Ok Motors Sign,,750,bells,3000,bells,,,,,nh,item-ok-motors-sign,https://villagerdb.com/images/items/thumb/ok-motors-sign.8f81b07.png
Photos,decoration,4486,olafs-photo,Olaf's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,4487,olafs-poster,Olaf's Poster,,250,bells,1000,bells,,,,,nh,,
Dresses,clothes,4490,old-commoners-kimono,Old Commoner's Kimono,,480,bells,1920,bells,,,,,nh,item-old-commoners-kimono,https://villagerdb.com/images/items/full/old-commoners-kimono.68db0b8.png
Furniture,decoration,4491,old-fashioned-alarm-clock,Old-fashioned Alarm Clock,,300,bells,1200,bells,,,,,nh,item-old-fashioned-alarm-clock,https://villagerdb.com/images/items/thumb/old-fashioned-alarm-clock.421ad75.png
Furniture,decoration,4492,old-fashioned-washtub,Old-fashioned Washtub,FALSE,360,bells,,,,FALSE,3,softwood,nh,item-old-fashioned-washtub,https://villagerdb.com/images/items/thumb/old-fashioned-washtub.be8aa96.png
Tops,clothes,4494,old-school-jacket,Old-school Jacket,,450,bells,1800,bells,,,,,nh,item-old-school-jacket,https://villagerdb.com/images/items/full/old-school-jacket.d8d7396.png
Furniture,decoration,4495,old-sewing-machine,Old Sewing Machine,,550,bells,2200,bells,,,,,nh,item-old-sewing-machine,https://villagerdb.com/images/items/thumb/old-sewing-machine.b2b8090.png
Usables,misc,4496,old-tire,Old Tire,FALSE,10,bells,,,Fishing,,,,nh,item-old-tire,https://villagerdb.com/images/image-not-available-thumb.de1ed5c.svg
Wallpaper,decoration,4497,old-wallpaper,Old Wallpaper,,50,bells,200,bells,,,,,nh,,
Flooring,decoration,4498,olive-desert-tile-flooring,Olive Desert-tile Flooring,TRUE,525,bells,2100,bells,Nook's Cranny,,,,nh,,
Wallpaper,decoration,4499,olive-desert-tile-wall,Olive Desert-tile Wall,TRUE,610,bells,2440,bells,Nook's Cranny,,,,nh,,
Furniture,decoration,4500,olive-flounder-model,Olive Flounder Model,,2400,bells,,,,,,,nh,item-olive-flounder-model,https://villagerdb.com/images/items/thumb/olive-flounder-model.08b7a02.png
Fish,critters,4501,olive-flounder,Olive Flounder,FALSE,800,bells,,,Sea (year round),,,,nh,item-olive-flounder,https://villagerdb.com/images/items/thumb/olive-flounder.9a4d55c.png
Photos,decoration,4502,olives-photo,Olive's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,4503,olives-poster,Olive's Poster,,250,bells,1000,bells,,,,,nh,,
Photos,decoration,4504,olivias-photo,Olivia's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,4505,olivias-poster,Olivia's Poster,,250,bells,1000,bells,,,,,nh,,
Tops,clothes,4508,one-ball-tee,One-ball Tee,,140,bells,560,bells,,,,,nh,item-one-ball-tee,https://villagerdb.com/images/items/full/one-ball-tee.5e1ee28.png
Music,misc,4510,only-me,Only Me,,800,bells,3200,bells,,,,,nh,,
Photos,decoration,4512,opals-photo,Opal's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,4513,opals-poster,Opal's Poster,,250,bells,1000,bells,,,,,nh,,
Tops,clothes,4514,open-collar-shirt,Open-collar Shirt,TRUE,240,bells,960,bells,Able Sisters,,,,nh,item-open-collar-shirt,https://villagerdb.com/images/items/full/open-collar-shirt.66c48b7.png
Furniture,decoration,4515,open-frame-kitchen,Open-frame Kitchen,TRUE,35000,bells,140000,bells,Nook's Cranny,,,,nh,item-open-frame-kitchen,https://villagerdb.com/images/items/thumb/open-frame-kitchen.efac43f.png
Fossils,critters,4518,ophthalmo-skull,Ophthalmo Skull,FALSE,2500,bells,,,Underground (dig spot),,,,nh,item-ophthalmo-skull,https://villagerdb.com/images/items/thumb/ophthalmo-skull.1bfd64e.png
Fossils,critters,4519,ophthalmo-torso,Ophthalmo Torso,FALSE,2000,bells,,,Underground (dig spot),,,,nh,item-ophthalmo-torso,https://villagerdb.com/images/items/thumb/ophthalmo-torso.83ccbee.png
Fossils,critters,4520,opthalmo-skull,Opthalmo Skull,FALSE,2500,bells,,,Underground (dig spot),,,,nh,item-opthalmo-skull,https://villagerdb.com/images/image-not-available-thumb.de1ed5c.svg
Fossils,critters,4521,opthalmo-torso,Opthalmo Torso,FALSE,2500,bells,,,Underground (dig spot),,,,nh,item-opthalmo-torso,https://villagerdb.com/images/image-not-available-thumb.de1ed5c.svg
Flooring,decoration,4526,orange-camo-flooring,Orange Camo Flooring,,330,bells,1320,bells,,,,,nh,,
Wallpaper,decoration,4527,orange-camo-wall,Orange Camo Wall,,287,bells,1150,bells,,,,,nh,,
Flowers,misc,4529,orange-cosmos,Orange Cosmos,FALSE,80,bells,,,Find on ground at mystery island,,,,nh,item-orange-cosmos,https://villagerdb.com/images/items/thumb/orange-cosmos.3351e0f.png
Flowers,misc,4529,orange-cosmos,Orange Cosmos,FALSE,80,bells,,,crossbreeding flowers,,,,nh,item-orange-cosmos,https://villagerdb.com/images/items/thumb/orange-cosmos.3351e0f.png
Dresses,clothes,4530,orange-dress,Orange Dress,,1600,bells,6400,bells,,,,,nh,item-orange-dress,https://villagerdb.com/images/items/full/orange-dress.8c129d2.png
Furniture,decoration,4531,orange-end-table,Orange End Table,FALSE,2480,bells,9920,bells,,TRUE,10,orange,nh,item-orange-end-table,https://villagerdb.com/images/items/thumb/orange-end-table.75b9d99.png
Furniture,decoration,4531,orange-end-table,Orange End Table,FALSE,2480,bells,9920,bells,,TRUE,4,wood,nh,item-orange-end-table,https://villagerdb.com/images/items/thumb/orange-end-table.75b9d99.png
Hats,clothes,4532,orange-hat,Orange Hat,,1000,bells,4000,bells,,FALSE,5,orange,nh,item-orange-hat,https://villagerdb.com/images/items/full/orange-hat.1f7b35b.png
Flowers,misc,4533,orange-hyacinths,Orange Hyacinths,FALSE,80,bells,,,Find on ground at mystery island,,,,nh,item-orange-hyacinths,https://villagerdb.com/images/items/thumb/orange-hyacinths.9f6b6bc.png
Flowers,misc,4533,orange-hyacinths,Orange Hyacinths,FALSE,80,bells,,,crossbreeding flowers,,,,nh,item-orange-hyacinths,https://villagerdb.com/images/items/thumb/orange-hyacinths.9f6b6bc.png
Flowers,misc,4537,orange-lilies,Orange Lilies,FALSE,80,bells,,,Find on ground at mystery island,,,,nh,item-orange-lilies,https://villagerdb.com/images/items/thumb/orange-lilies.e71f851.png
Flowers,misc,4537,orange-lilies,Orange Lilies,FALSE,80,bells,,,crossbreeding flowers,,,,nh,item-orange-lilies,https://villagerdb.com/images/items/thumb/orange-lilies.e71f851.png
Wallpaper,decoration,4539,orange-molded-panel-wall,Orange Molded-panel Wall,,495,bells,1980,bells,,,,,nh,,
Wallpaper,decoration,4540,orange-paint-wall,Orange-paint Wall,,400,bells,1600,bells,,,,,nh,,
Flowers,misc,4541,orange-pansies,Orange Pansies,FALSE,80,bells,,,Find on ground at mystery island,,,,nh,item-orange-pansies,https://villagerdb.com/images/items/thumb/orange-pansies.4b6c12e.png
Flowers,misc,4541,orange-pansies,Orange Pansies,FALSE,80,bells,,,crossbreeding flowers,,,,nh,item-orange-pansies,https://villagerdb.com/images/items/thumb/orange-pansies.4b6c12e.png
Flooring,decoration,4547,orange-retro-flooring,Orange Retro Flooring,TRUE,385,bells,1540,bells,Nook's Cranny,,,,nh,,
Flowers,misc,4549,orange-roses,Orange Roses,FALSE,80,bells,,,Find on ground at mystery island,,,,nh,item-orange-roses,https://villagerdb.com/images/items/thumb/orange-roses.46a1bec.png
Flowers,misc,4549,orange-roses,Orange Roses,FALSE,80,bells,,,crossbreeding flowers,,,,nh,item-orange-roses,https://villagerdb.com/images/items/thumb/orange-roses.46a1bec.png
Flooring,decoration,4550,orange-rug,Orange Rug,FALSE,1200,bells,4800,bells,,FALSE,6,orange,nh,,
Flowers,misc,4557,orange-tulips,Orange Tulips,FALSE,80,bells,,,Find on ground at mystery island,,,,nh,item-orange-tulips,https://villagerdb.com/images/items/thumb/orange-tulips.b771fed.png
Flowers,misc,4557,orange-tulips,Orange Tulips,FALSE,80,bells,,,crossbreeding flowers,,,,nh,item-orange-tulips,https://villagerdb.com/images/items/thumb/orange-tulips.b771fed.png
Umbrellas,clothes,4558,orange-umbrella,Orange Umbrella,,1400,bells,5600,bells,,,,,nh,item-orange-umbrella,https://villagerdb.com/images/items/full/orange-umbrella.8cc38fa.png
Furniture,decoration,4559,orange-wall-mounted-clock,Orange Wall-mounted Clock,FALSE,2240,bells,8960,bells,,TRUE,10,orange,nh,item-orange-wall-mounted-clock,https://villagerdb.com/images/items/thumb/orange-wall-mounted-clock.1a571af.png
Furniture,decoration,4559,orange-wall-mounted-clock,Orange Wall-mounted Clock,FALSE,2240,bells,8960,bells,,TRUE,2,wood,nh,item-orange-wall-mounted-clock,https://villagerdb.com/images/items/thumb/orange-wall-mounted-clock.1a571af.png
Wallpaper,decoration,4560,orange-wall,Orange Wall,,4000,bells,16000,bells,,,,,nh,,
Flowers,misc,4562,orange-windflowers,Orange Windflowers,FALSE,40,bells,,,Find on ground at mystery island,,,,nh,item-orange-windflowers,https://villagerdb.com/images/items/thumb/orange-windflowers.9732db5.png
Flowers,misc,4562,orange-windflowers,Orange Windflowers,FALSE,40,bells,,,crossbreeding flowers,,,,nh,item-orange-windflowers,https://villagerdb.com/images/items/thumb/orange-windflowers.9732db5.png
Usables,misc,4563,orange-wrapping-paper,Orange Wrapping Paper,,40,bells,,,,,,,nh,item-orange-wrapping-paper,https://villagerdb.com/images/items/thumb/orange-wrapping-paper.a7be4fa.png
Fruit,misc,4564,orange,Orange,FALSE,100,bells,400,bells,Shaking fruit tree,,,,nh,item-orange,https://villagerdb.com/images/items/thumb/orange.c97d7f2.png
Fruit,misc,4564,orange,Orange,FALSE,100,bells,400,bells,Nook's Cranny,,,,nh,item-orange,https://villagerdb.com/images/items/thumb/orange.c97d7f2.png
Furniture,decoration,4565,orchid-mantis-model,Orchid Mantis Model,,7200,bells,,,,,,,nh,item-orchid-mantis-model,https://villagerdb.com/images/items/thumb/orchid-mantis-model.6979718.png
Bugs,critters,4566,orchid-mantis,Orchid Mantis,FALSE,2400,bells,,,On flowers (Mar-Nov),,,,nh,item-orchid-mantis,https://villagerdb.com/images/items/thumb/orchid-mantis.be700ce.png
Furniture,decoration,4567,ordinary-mailbox,Ordinary Mailbox,,,,,,,,,,nh,item-ordinary-mailbox,https://villagerdb.com/images/items/thumb/ordinary-mailbox.1797ac5.png
Furniture,decoration,4569,ornament-mobile,Ornament Mobile,,340,bells,1360,bells,,,,,nh,item-ornament-mobile,https://villagerdb.com/images/items/thumb/ornament-mobile.cbf0d1d.png
Furniture,decoration,4570,ornament-wreath,Ornament Wreath,,800,bells,3200,bells,,,,,nh,item-ornament-wreath,https://villagerdb.com/images/items/thumb/ornament-wreath.eec0e0d.png
Hats,clothes,4574,outback-hat,Outback Hat,TRUE,390,bells,1560,bells,Able Sisters,,,,nh,item-outback-hat,https://villagerdb.com/images/items/full/outback-hat.8c6c1c7.png
Furniture,decoration,4575,outdoor-air-conditioner,Outdoor Air Conditioner,TRUE,550,bells,2200,bells,Nook Shopping,,,,nh,item-outdoor-air-conditioner,https://villagerdb.com/images/items/thumb/outdoor-air-conditioner.c447d34.png
Accessories,clothes,4576,outdoor-backpack,Outdoor Backpack,,390,bells,1560,bells,,,,,nh,item-outdoor-backpack,https://villagerdb.com/images/items/full/outdoor-backpack.2a74253.png
Furniture,decoration,4577,outdoor-bath,Outdoor Bath,FALSE,4350,bells,,,,TRUE,20,stone,nh,item-outdoor-bath,https://villagerdb.com/images/items/thumb/outdoor-bath.f5ddcd3.png
Furniture,decoration,4577,outdoor-bath,Outdoor Bath,FALSE,4350,bells,,,,TRUE,1,shovel,nh,item-outdoor-bath,https://villagerdb.com/images/items/thumb/outdoor-bath.f5ddcd3.png
Furniture,decoration,4578,outdoor-bench,Outdoor Bench,TRUE,325,bells,1300,bells,Nook's Cranny,,,,nh,item-outdoor-bench,https://villagerdb.com/images/items/thumb/outdoor-bench.31acd22.png
Furniture,decoration,4579,outdoor-generator,Outdoor Generator,TRUE,1225,bells,4900,bells,Nook's Cranny,,,,nh,item-outdoor-generator,https://villagerdb.com/images/items/thumb/outdoor-generator.ab471ad.png
Hats,clothes,4580,outdoor-hat,Outdoor Hat,TRUE,275,bells,1100,bells,Nook Shopping,,,,nh,item-outdoor-hat,https://villagerdb.com/images/items/full/outdoor-hat.dec4347.png
Hats,clothes,4580,outdoor-hat,Outdoor Hat,TRUE,275,bells,1100,bells,Able Sisters,,,,nh,item-outdoor-hat,https://villagerdb.com/images/items/full/outdoor-hat.dec4347.png
Furniture,decoration,4581,outdoor-picnic-set,Outdoor Picnic Set,FALSE,4000,bells,,,,FALSE,10,cherry-blossom-petal,nh,item-outdoor-picnic-set,https://villagerdb.com/images/items/thumb/outdoor-picnic-set.7e4d4a6.png
Shoes,clothes,4582,outdoor-sandals,Outdoor Sandals,,157,bells,630,bells,,,,,nh,item-outdoor-sandals,https://villagerdb.com/images/items/full/outdoor-sandals.17e0cac.png
Bottoms,clothes,4583,outdoor-shorts,Outdoor Shorts,TRUE,175,bells,700,bells,Nook Shopping,,,,nh,item-outdoor-shorts,https://villagerdb.com/images/items/full/outdoor-shorts.ade5c2e.png
Furniture,decoration,4585,outdoor-table,Outdoor Table,TRUE,550,bells,2200,bells,Nook's Cranny,,,,nh,item-outdoor-table,https://villagerdb.com/images/items/thumb/outdoor-table.54c5f2a.png
Tools,misc,4586,outdoorsy-fishing-rod,Outdoorsy Fishing Rod,FALSE,625,bells,,,,,,,nh,item-outdoorsy-fishing-rod,https://villagerdb.com/images/items/thumb/outdoorsy-fishing-rod.2c605ec.png
Tools,misc,4587,outdoorsy-net,Outdoorsy Net,FALSE,625,bells,,,,,,,nh,item-outdoorsy-net,https://villagerdb.com/images/items/thumb/outdoorsy-net.b9e04a4.png
Tools,misc,4588,outdoorsy-shovel,Outdoorsy Shovel,FALSE,625,bells,,,,,,,nh,item-outdoorsy-shovel,https://villagerdb.com/images/items/thumb/outdoorsy-shovel.c1d9c03.png
Tools,misc,4589,outdoorsy-slingshot,Outdoorsy Slingshot,FALSE,625,bells,,,,,,,nh,item-outdoorsy-slingshot,https://villagerdb.com/images/items/thumb/outdoorsy-slingshot.045ffde.png
Tools,misc,4590,outdoorsy-watering-can,Outdoorsy Watering Can,FALSE,625,bells,,,,,,,nh,item-outdoorsy-watering-can,https://villagerdb.com/images/items/thumb/outdoorsy-watering-can.e77ecc1.png
Flooring,decoration,4592,oval-entrance-mat,Oval Entrance Mat,,250,bells,1000,bells,,,,,nh,,
Accessories,clothes,4593,oval-glasses,Oval Glasses,TRUE,220,bells,880,bells,Nook Shopping,,,,nh,item-oval-glasses,https://villagerdb.com/images/items/full/oval-glasses.66be686.png
Dresses,clothes,4595,overall-dress,Overall Dress,,500,bells,2000,bells,,,,,nh,item-overall-dress,https://villagerdb.com/images/items/full/overall-dress.eeae7b1.png
Dresses,clothes,4597,oversized-print-dress,Oversized Print Dress,,450,bells,1800,bells,,,,,nh,item-oversized-print-dress,https://villagerdb.com/images/items/full/oversized-print-dress.552c3a0.png
Tops,clothes,4598,oversized-shawl-overshirt,Oversized Shawl Overshirt,,280,bells,1120,bells,,,,,nh,item-oversized-shawl-overshirt,https://villagerdb.com/images/items/full/oversized-shawl-overshirt.e508945.png
Dresses,clothes,4599,oversized-sweats-dress,Oversized-sweats Dress,,375,bells,1500,bells,,,,,nh,item-oversized-sweats-dress,https://villagerdb.com/images/items/full/oversized-sweats-dress.beda2c5.png
Photos,decoration,4603,ozzies-photo,Ozzie's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,4604,ozzies-poster,Ozzie's Poster,,250,bells,1000,bells,,,,,nh,,
Fossils,critters,4608,pachy-skull,Pachy Skull,FALSE,4000,bells,,,Underground (dig spot),,,,nh,item-pachy-skull,https://villagerdb.com/images/items/thumb/pachy-skull.10beb42.png
Fossils,critters,4609,pachy-tail,Pachy Tail,FALSE,3500,bells,,,Underground (dig spot),,,,nh,item-pachy-tail,https://villagerdb.com/images/items/thumb/pachy-tail.f59fce2.png
Accessories,clothes,4611,pacifier,Pacifier,,140,bells,560,bells,,,,,nh,item-pacifier,https://villagerdb.com/images/items/full/pacifier.6352e2d.png
Furniture,decoration,4613,pagoda,Pagoda,FALSE,2030,bells,8120,bells,Gulliver,,,,nh,item-pagoda,https://villagerdb.com/images/items/thumb/pagoda.6e5e865.png
Flooring,decoration,4615,paintball-flooring,Paintball Flooring,,750,bells,3000,bells,,,,,nh,,
Hats,clothes,4616,paintball-mask,Paintball Mask,,260,bells,1040,bells,,,,,nh,item-paintball-mask,https://villagerdb.com/images/items/full/paintball-mask.ddf786d.png
Wallpaper,decoration,4617,paintball-wall,Paintball Wall,,750,bells,3000,bells,,,,,nh,,
Dresses,clothes,4618,painters-coverall,Painter's Coverall,TRUE,400,bells,1600,bells,Able Sisters,,,,nh,item-painters-coverall,https://villagerdb.com/images/items/full/painters-coverall.bc80892.png
Furniture,decoration,4622,painting-set,Painting Set,TRUE,127,bells,510,bells,Nook's Cranny,TRUE,,,nh,item-painting-set,https://villagerdb.com/images/items/thumb/painting-set.62e2262.png
Hats,clothes,4623,paisley-bandana,Paisley Bandana,TRUE,,,700,bells,Nook Shopping,,,,nh,,
Hats,clothes,4624,paisley-bandanna,Paisley Bandanna,TRUE,175,bells,700,bells,Nook Shopping,,,,nh,item-paisley-bandanna,https://villagerdb.com/images/items/full/paisley-bandanna.7863bce.png
Dresses,clothes,4625,pajama-dress,Pajama Dress,TRUE,300,bells,1200,bells,,,,,nh,item-pajama-dress,https://villagerdb.com/images/items/full/pajama-dress.b5f9d78.png
Flooring,decoration,4626,palace-tile,Palace Tile,,750,bells,3000,bells,,,,,nh,,
Wallpaper,decoration,4627,palace-wall,Palace Wall,,750,bells,3000,bells,,,,,nh,,
Dresses,clothes,4628,palatial-tank-dress,Palatial Tank Dress,,630,bells,2520,bells,,,,,nh,item-palatial-tank-dress,https://villagerdb.com/images/items/full/palatial-tank-dress.b0213b3.png
Furniture,decoration,4629,pale-chub-model,Pale Chub Model,,600,bells,,,,,,,nh,item-pale-chub-model,https://villagerdb.com/images/items/thumb/pale-chub-model.dfb0506.png
Fish,critters,4630,pale-chub,Pale Chub,FALSE,200,bells,,,River (year round),,,,nh,item-pale-chub,https://villagerdb.com/images/items/thumb/pale-chub.ec665bf.png
Furniture,decoration,4632,palm-tree-lamp,Palm-tree Lamp,FALSE,3280,bells,,,,TRUE,4,coconut,nh,item-palm-tree-lamp,https://villagerdb.com/images/items/thumb/palm-tree-lamp.1d60ed6.png
Furniture,decoration,4632,palm-tree-lamp,Palm-tree Lamp,FALSE,3280,bells,,,,TRUE,4,wood,nh,item-palm-tree-lamp,https://villagerdb.com/images/items/thumb/palm-tree-lamp.1d60ed6.png
Furniture,decoration,4632,palm-tree-lamp,Palm-tree Lamp,FALSE,3280,bells,,,,TRUE,4,clay,nh,item-palm-tree-lamp,https://villagerdb.com/images/items/thumb/palm-tree-lamp.1d60ed6.png
Tools,misc,4633,pan-flute,Pan Flute,FALSE,2800,bells,,,,FALSE,7,young-spring-bamboo,nh,item-pan-flute,https://villagerdb.com/images/items/thumb/pan-flute.cf112d2.png
Photos,decoration,4635,pancettis-photo,Pancetti's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,4636,pancettis-poster,Pancetti's Poster,,250,bells,1000,bells,,,,,nh,,
Umbrellas,clothes,4637,panda-umbrella,Panda Umbrella,,392,bells,1570,bells,,,,,nh,item-panda-umbrella,https://villagerdb.com/images/items/full/panda-umbrella.ac6f0e9.png
Photos,decoration,4639,pangos-photo,Pango's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,4640,pangos-poster,Pango's Poster,,250,bells,1000,bells,,,,,nh,,
Hats,clothes,4641,pansy-crown,Pansy Crown,,480,bells,1920,bells,,,,,nh,item-pansy-crown,https://villagerdb.com/images/items/full/pansy-crown.3a0c2ee.png
Furniture,decoration,4642,pansy-table,Pansy Table,FALSE,760,bells,,,,TRUE,5,yellow-pansies,nh,item-pansy-table,https://villagerdb.com/images/items/thumb/pansy-table.f2f131c.png
Furniture,decoration,4642,pansy-table,Pansy Table,FALSE,760,bells,,,,TRUE,3,hardwood,nh,item-pansy-table,https://villagerdb.com/images/items/thumb/pansy-table.f2f131c.png
Tools,misc,4643,pansy-wand,Pansy Wand,FALSE,1580,bells,,,,,,,nh,item-pansy-wand,https://villagerdb.com/images/items/thumb/pansy-wand.28391a6.png
Furniture,decoration,4644,pansy-wreath,Pansy Wreath,,720,bells,2880,bells,,,,,nh,item-pansy-wreath,https://villagerdb.com/images/items/thumb/pansy-wreath.5795359.png
Furniture,decoration,4646,pants-press,Pants Press,TRUE,475,bells,1900,bells,,,,,nh,item-pants-press,https://villagerdb.com/images/items/thumb/pants-press.9c478d3.png
Photos,decoration,4647,paolos-photo,Paolo's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,4648,paolos-poster,Paolo's Poster,,250,bells,1000,bells,,,,,nh,,
Furniture,decoration,4649,papa-bear,Papa Bear,,2125,bells,8500,bells,,,,,nh,item-papa-bear,https://villagerdb.com/images/items/thumb/papa-bear.c7b94fc.png
Furniture,decoration,4650,papa-panda,Papa Panda,TRUE,2125,bells,8500,bells,Nook's Cranny,,,,nh,item-papa-panda,https://villagerdb.com/images/items/thumb/papa-panda.8b2e998.png
Hats,clothes,4651,paper-bag,Paper Bag,,35,bells,140,bells,,,,,nh,item-paper-bag,https://villagerdb.com/images/items/full/paper-bag.3b5c367.png
Furniture,decoration,4652,paper-kite-butterfly-model,Paper Kite Butterfly Model,,3000,bells,,,,,,,nh,item-paper-kite-butterfly-model,https://villagerdb.com/images/items/thumb/paper-kite-butterfly-model.c63b0bd.png
Bugs,critters,4653,paper-kite-butterfly,Paper Kite Butterfly,FALSE,1000,bells,,,Around flowers (year round),,,,nh,item-paper-kite-butterfly,https://villagerdb.com/images/items/thumb/paper-kite-butterfly.7d3efab.png
Furniture,decoration,4654,paper-lantern,Paper Lantern,TRUE,195,bells,780,bells,,,,,nh,item-paper-lantern,https://villagerdb.com/images/items/thumb/paper-lantern.81131f8.png
Umbrellas,clothes,4655,paper-parasol,Paper Parasol,,217,bells,870,bells,,,,,nh,item-paper-parasol,https://villagerdb.com/images/items/full/paper-parasol.26bd41b.png
Furniture,decoration,4657,paper-tiger,Paper Tiger,TRUE,375,bells,1500,bells,Nook's Cranny,,,,nh,item-paper-tiger,https://villagerdb.com/images/items/thumb/paper-tiger.41110cf.png
Hats,clothes,4659,paperboy-cap,Paperboy Cap,TRUE,367,bells,1470,bells,,,,,nh,item-paperboy-cap,https://villagerdb.com/images/items/full/paperboy-cap.35478be.png
Photos,decoration,4660,papis-photo,Papi's Photo,,10,bells,40,bells,,,,,nh,,
Photos,decoration,4661,papis-poster,Papi's Poster,,250,bells,1000,bells,,,,,nh,,
Furniture,decoration,4662,parabolic-antenna,Parabolic Antenna,,20000,bells,80000,bells,,,,,nh,item-parabolic-antenna,https://villagerdb.com/images/items/thumb/parabolic-antenna.109c9bc.png
Fossils,critters,4664,parasaur-skull,Parasaur Skull,FALSE,3500,bells,,,Underground (dig spot),,,,nh,item-parasaur-skull,https://villagerdb.com/images/items/thumb/parasaur-skull.ddcb4be.png
